Word,Concreteness,Spec_3,Lg10CD,length,Valence,Arousal,Dominance
checkup,3.48,2.2857142857142856,1.9542,7,0.5,0.435,0.491
cheek,4.83,1.8571428571428572,2.4487,5,0.67,0.314,0.421
cheerfulness,2.57,1.4285714285714286,0.4771,12,0.969,0.802,0.675
cheerleader,4.9,2.428571428571429,2.2672,11,0.923,0.746,0.657
cheese,4.7,2.2857142857142856,3.0535,6,0.74,0.28,0.281
cheeseburger,4.93,2.428571428571429,2.0531,12,0.802,0.529,0.336
cheesecake,4.97,2.0,1.7853,10,0.86,0.276,0.238
cheetah,4.7,3.0,1.5441,7,0.469,0.77,0.667
chef,4.3,2.571428571428571,2.5092,4,0.854,0.411,0.57
chemist,4.24,2.2857142857142856,1.7853,7,0.408,0.575,0.61
chemistry,3.64,2.2857142857142856,2.4771,9,0.625,0.52,0.694
chemotherapy,4.35,2.571428571428571,1.6232,12,0.163,0.689,0.517
cherry,4.62,2.428571428571429,2.5775,6,0.688,0.186,0.25
cherub,3.85,2.7142857142857144,1.301,6,0.663,0.34,0.455
chess,4.7,2.7142857142857144,2.2788,5,0.656,0.363,0.518
chest,4.93,1.7142857142857144,3.0711,5,0.52,0.429,0.481
chestnut,4.7,2.428571428571429,1.7076,8,0.714,0.21,0.294
chevron,4.27,2.428571428571429,0.9542,7,0.469,0.469,0.598
chick,4.93,3.142857142857143,2.8692,5,0.771,0.602,0.387
chicken,4.8,2.142857142857143,3.1962,7,0.594,0.306,0.394
chickenpox,4.56,2.857142857142857,1.0792,10,0.173,0.562,0.357
chief,4.26,2.2857142857142856,3.1383,5,0.52,0.544,0.869
chieftain,3.44,2.2857142857142856,1.1139,9,0.343,0.529,0.86
chiffon,4.45,1.8571428571428572,1.3802,7,0.406,0.23,0.25
child,4.78,2.2857142857142856,3.4869,5,0.912,0.46,0.413
childbirth,4.04,1.7142857142857144,1.8325,10,0.604,0.861,0.673
childhood,2.53,1.8571428571428572,2.7482,9,0.865,0.413,0.307
children,4.89,2.2857142857142856,3.5155,8,0.857,0.538,0.435
chili,4.79,2.0,2.3075,5,0.592,0.566,0.433
chill,2.89,2.857142857142857,2.7332,5,0.837,0.206,0.482
chimney,5.0,2.2857142857142856,2.1461,7,0.583,0.286,0.225
chimp,4.96,3.142857142857143,1.7634,5,0.394,0.588,0.345
chimpanzee,4.96,3.142857142857143,1.6021,10,0.5,0.633,0.387
chin,4.89,1.8571428571428572,2.6684,4,0.571,0.31,0.269
chinchilla,4.72,2.7142857142857144,1.2304,10,0.48,0.45,0.286
chip,4.71,1.7142857142857144,2.6911,4,0.479,0.382,0.452
chipmunk,4.97,2.857142857142857,1.4771,8,0.573,0.562,0.409
chiropractor,4.86,2.428571428571429,1.5563,12,0.42,0.549,0.651
chitchat,3.11,2.0,1.7782,8,0.673,0.455,0.403
chivalry,1.88,2.0,1.6721,8,0.857,0.38,0.848
chloride,3.74,2.428571428571429,1.4624,8,0.265,0.387,0.474
chlorine,4.5,2.7142857142857144,1.5051,8,0.306,0.327,0.332
chloroform,3.78,3.857142857142857,1.5441,10,0.281,0.37,0.393
chocolate,4.72,2.7142857142857144,2.9484,9,0.885,0.48,0.418
choice,1.9,2.0,3.4908,6,0.745,0.52,0.664
choir,4.34,2.0,2.2227,5,0.704,0.298,0.473
cholera,3.26,2.7142857142857144,1.5315,7,0.02,0.867,0.507
cholesterol,3.4,3.2857142857142856,1.8692,11,0.198,0.583,0.398
chop,4.48,1.8571428571428572,2.6571,4,0.25,0.655,0.467
chopper,4.07,2.142857142857143,2.4742,7,0.594,0.56,0.509
choppers,3.93,2.142857142857143,2.0645,8,0.469,0.745,0.691
chord,4.29,1.8571428571428572,1.8261,5,0.729,0.394,0.539
chore,3.78,2.142857142857143,1.6812,5,0.406,0.462,0.5
choreographer,4.23,2.2857142857142856,1.5315,13,0.646,0.639,0.625
choreography,3.22,3.2857142857142856,1.5441,12,0.812,0.75,0.547
chorus,4.03,1.8571428571428572,2.3243,6,0.62,0.417,0.5
chow,4.47,2.2857142857142856,2.3464,4,0.573,0.49,0.39
chowder,4.7,2.142857142857143,1.5911,7,0.51,0.324,0.241
christening,2.72,2.428571428571429,1.5441,11,0.725,0.382,0.65
chrome,4.5,2.428571428571429,1.7404,6,0.582,0.373,0.421
chromium,4.33,2.2857142857142856,1.1139,8,0.458,0.404,0.447
chromosome,4.11,1.8571428571428572,1.5315,10,0.5,0.296,0.548
chronicle,2.96,1.8571428571428572,1.6628,9,0.427,0.571,0.586
chronograph,4.19,2.571428571428571,0.4771,11,0.5,0.392,0.529
chuckle,3.82,1.8571428571428572,1.8261,7,0.844,0.736,0.481
chum,3.81,2.2857142857142856,1.9777,4,0.911,0.347,0.518
chump,3.19,2.2857142857142856,2.179,5,0.375,0.451,0.304
chunk,3.86,1.7142857142857144,2.1367,5,0.365,0.287,0.214
church,4.9,2.0,3.1274,6,0.708,0.198,0.61
churchyard,4.93,2.142857142857143,1.1761,10,0.296,0.444,0.347
chute,4.61,2.142857142857143,2.0682,5,0.58,0.745,0.455
cider,4.97,2.7142857142857144,1.699,5,0.53,0.346,0.398
cigar,4.93,3.4285714285714284,2.5888,5,0.306,0.463,0.346
cigarette,4.88,3.4285714285714284,2.935,9,0.219,0.528,0.304
cilantro,4.45,2.2857142857142856,1.1461,8,0.469,0.26,0.208
cinch,3.07,2.142857142857143,2.1399,5,0.45,0.49,0.387
cinder,4.54,1.7142857142857144,1.4914,6,0.35,0.26,0.157
cinema,4.69,2.0,2.1335,6,0.698,0.538,0.5
cinematographer,4.32,2.571428571428571,1.0792,15,0.792,0.455,0.711
cinematography,3.52,2.2857142857142856,1.3222,14,0.781,0.571,0.625
cinnamon,4.85,2.0,2.0043,8,0.6,0.25,0.292
cipher,3.58,1.5714285714285714,1.5563,6,0.49,0.414,0.5
circle,4.44,2.142857142857143,2.8388,6,0.48,0.29,0.343
circuit,3.83,2.142857142857143,2.4346,7,0.586,0.461,0.707
circuitry,3.85,2.142857142857143,1.6128,9,0.596,0.615,0.536
circulation,3.03,2.142857142857143,2.1931,11,0.735,0.52,0.657
circumcision,4.13,2.2857142857142856,1.3617,12,0.327,0.657,0.528
circumference,3.96,1.8571428571428572,1.3979,13,0.458,0.255,0.488
circumstance,1.77,1.7142857142857144,1.9777,12,0.52,0.565,0.596
circumstances,1.59,1.7142857142857144,2.9727,13,0.562,0.527,0.464
circus,4.43,1.8571428571428572,2.6542,6,0.724,0.637,0.432
citadel,4.61,2.142857142857143,1.3222,7,0.585,0.464,0.602
citation,3.66,1.8571428571428572,1.6812,8,0.57,0.549,0.508
citizen,4.43,2.2857142857142856,2.7126,7,0.631,0.25,0.586
citizenship,2.96,1.8571428571428572,1.6902,11,0.786,0.404,0.723
citrus,4.21,3.0,1.3222,6,0.469,0.368,0.375
city,4.79,2.428571428571429,3.5214,4,0.847,0.531,0.508
civics,2.21,2.2857142857142856,1.2304,6,0.7,0.279,0.72
civility,1.62,2.0,1.4314,8,0.76,0.306,0.679
civilization,3.32,1.7142857142857144,2.4654,12,0.823,0.452,0.839
clairvoyant,2.31,2.428571428571429,1.5185,11,0.765,0.531,0.897
clam,4.89,2.428571428571429,2.2014,4,0.442,0.302,0.272
clambake,3.62,2.2857142857142856,1.3222,8,0.542,0.54,0.429
clamor,2.8,2.0,0.7782,6,0.438,0.643,0.36
clan,3.46,1.5714285714285714,2.1004,4,0.562,0.491,0.686
clang,3.96,2.0,1.4914,5,0.459,0.52,0.51
clapper,3.92,2.428571428571429,1.2304,7,0.5,0.229,0.42
clarification,1.93,2.0,1.4624,13,0.802,0.461,0.613
clarinet,4.92,2.7142857142857144,1.5682,8,0.592,0.453,0.411
clarity,2.0,1.7142857142857144,1.9912,7,0.796,0.31,0.631
clash,2.63,2.0,1.7782,5,0.293,0.918,0.453
clasp,4.41,2.2857142857142856,1.5798,5,0.448,0.375,0.241
class,3.85,1.5714285714285714,3.3885,5,0.656,0.314,0.522
classics,2.54,2.2857142857142856,1.9912,8,0.75,0.333,0.51
classification,2.52,2.0,1.4771,14,0.583,0.423,0.613
classmate,4.32,2.2857142857142856,1.7924,9,0.781,0.4,0.593
classroom,4.76,2.142857142857143,2.2175,9,0.539,0.292,0.363
clatter,3.19,2.0,1.3979,7,0.418,0.82,0.387
clause,2.73,3.0,2.0,6,0.48,0.409,0.528
claustrophobia,2.52,2.571428571428571,1.3424,14,0.125,0.84,0.333
clavicle,4.5,2.2857142857142856,1.5798,8,0.398,0.4,0.452
claw,4.83,2.0,2.1399,4,0.26,0.6,0.598
clay,4.93,2.428571428571429,2.3345,4,0.542,0.25,0.267
cleaner,3.78,2.571428571428571,2.4472,7,0.604,0.556,0.375
cleanliness,2.63,2.571428571428571,1.4314,11,0.816,0.363,0.609
cleanser,4.59,2.571428571428571,1.2553,8,0.604,0.353,0.433
cleansing,2.75,2.2857142857142856,1.6628,9,0.729,0.298,0.472
cleanup,3.04,2.428571428571429,1.9294,7,0.729,0.314,0.451
clearance,2.19,2.142857142857143,2.3766,9,0.542,0.459,0.473
clearness,2.48,1.7142857142857144,0.6021,9,0.875,0.316,0.689
cleat,4.5,2.0,1.0792,5,0.486,0.26,0.361
cleavage,4.64,1.5714285714285714,1.7853,8,0.542,0.602,0.454
cleaver,4.7,2.7142857142857144,1.6721,7,0.24,0.627,0.434
clef,4.35,2.0,0.699,4,0.615,0.36,0.595
cleft,4.31,2.0,1.4472,5,0.306,0.442,0.36
clergy,4.03,2.142857142857143,1.5441,6,0.531,0.312,0.575
clergyman,4.73,2.428571428571429,1.1461,9,0.594,0.33,0.556
cleric,4.39,2.571428571428571,1.0,6,0.521,0.324,0.589
clerk,4.28,2.428571428571429,2.6085,5,0.5,0.579,0.509
clerkship,2.41,2.142857142857143,0.7782,9,0.582,0.38,0.596
cleverness,2.07,1.8571428571428572,1.3979,10,0.878,0.509,0.921
client,3.9,2.2857142857142856,3.009,6,0.583,0.45,0.618
clientele,3.31,1.5714285714285714,1.8573,9,0.625,0.577,0.508
climate,3.5,1.8571428571428572,2.1875,7,0.635,0.24,0.483
climax,2.86,1.8571428571428572,1.8921,6,0.735,0.853,0.667
climber,4.5,2.2857142857142856,1.4771,7,0.573,0.716,0.735
clinch,2.92,2.2857142857142856,1.3424,6,0.469,0.538,0.43
clinic,4.24,2.0,2.5587,6,0.469,0.439,0.6
clink,3.2,1.8571428571428572,1.6902,5,0.458,0.462,0.319
clip,4.37,2.428571428571429,2.3483,4,0.438,0.31,0.381
clipboard,4.93,2.142857142857143,1.4314,9,0.594,0.255,0.423
clipper,4.3,2.2857142857142856,1.6128,7,0.293,0.422,0.383
clipping,4.0,2.428571428571429,1.699,8,0.46,0.5,0.405
clique,2.68,1.7142857142857144,1.3979,6,0.427,0.43,0.391
clitoris,4.93,2.0,1.3424,8,0.625,0.844,0.464
cloak,4.71,1.8571428571428572,1.9685,5,0.469,0.188,0.333
cloakroom,4.48,2.2857142857142856,1.3222,9,0.69,0.254,0.397
clock,5.0,2.428571428571429,3.2148,5,0.677,0.173,0.407
clockwork,3.36,2.142857142857143,1.7324,9,0.49,0.373,0.528
clog,3.47,2.0,1.4624,4,0.104,0.618,0.454
clone,4.34,2.2857142857142856,1.7559,5,0.406,0.471,0.524
cloning,2.69,2.571428571428571,1.4314,7,0.216,0.696,0.679
closeness,2.39,2.0,1.4771,9,0.796,0.237,0.45
closet,4.83,2.142857142857143,2.9479,6,0.531,0.204,0.33
closure,1.78,2.2857142857142856,2.0453,7,0.229,0.22,0.412
clot,4.2,1.8571428571428572,1.7924,4,0.15,0.558,0.275
cloth,4.9,1.7142857142857144,2.3747,5,0.51,0.19,0.287
clothes,4.76,2.2857142857142856,3.4458,7,0.833,0.27,0.414
clothesline,4.86,2.0,1.2788,11,0.582,0.324,0.366
clothing,4.43,2.142857142857143,2.6335,8,0.75,0.343,0.407
cloud,4.54,1.8571428571428572,2.5899,5,0.74,0.133,0.342
cloudiness,3.68,2.2857142857142856,0.699,10,0.469,0.25,0.343
clove,4.42,2.428571428571429,1.301,5,0.439,0.296,0.315
clover,4.69,2.2857142857142856,1.7404,6,0.605,0.34,0.364
clown,4.9,2.428571428571429,2.6503,5,0.65,0.598,0.3
club,3.78,2.142857142857143,3.3339,4,0.646,0.618,0.393
clubhouse,4.61,2.0,1.7559,9,0.694,0.571,0.493
cluck,3.33,2.0,1.6021,5,0.39,0.49,0.353
clue,2.93,1.5714285714285714,2.842,4,0.653,0.38,0.412
clump,4.0,1.7142857142857144,1.3617,5,0.551,0.48,0.582
clunk,3.26,1.8571428571428572,1.4314,5,0.448,0.472,0.407
cluster,4.04,1.7142857142857144,1.7404,7,0.49,0.458,0.446
clutch,3.7,2.142857142857143,1.9191,6,0.383,0.5,0.491
clutter,3.68,1.8571428571428572,1.5441,7,0.135,0.598,0.4
coach,4.12,2.428571428571429,2.7782,5,0.633,0.823,0.735
coachman,4.12,2.428571428571429,1.2304,8,0.479,0.394,0.509
coagulation,3.62,1.5714285714285714,0.8451,11,0.381,0.558,0.436
coal,4.66,2.0,2.2279,4,0.36,0.241,0.34
coalition,2.75,1.7142857142857144,1.716,9,0.49,0.73,0.673
coast,4.21,1.7142857142857144,2.9009,5,0.719,0.396,0.458
coaster,4.68,2.428571428571429,1.9542,7,0.612,0.788,0.627
coastline,4.54,2.142857142857143,1.4771,9,0.745,0.282,0.441
coat,4.97,2.571428571428571,3.1048,4,0.677,0.256,0.464
coating,3.97,1.8571428571428572,1.3617,7,0.62,0.44,0.596
cobalt,4.46,2.2857142857142856,1.3222,6,0.408,0.325,0.441
cobbler,4.53,2.428571428571429,1.7243,7,0.51,0.415,0.318
cobra,5.0,2.857142857142857,1.7924,5,0.312,0.712,0.6
cocaine,4.52,2.428571428571429,2.3345,7,0.156,0.84,0.373
cock,4.79,2.142857142857143,2.4969,4,0.418,0.562,0.392
cockpit,4.27,2.2857142857142856,1.9085,7,0.52,0.424,0.343
cockroach,4.96,2.571428571428571,2.0531,9,0.188,0.667,0.196
cocksucker,2.62,2.2857142857142856,2.3032,10,0.083,0.764,0.339
cocktail,4.4,3.5714285714285716,2.6335,8,0.74,0.48,0.381
cocoa,4.89,2.7142857142857144,2.2041,5,0.776,0.255,0.322
coconut,4.79,1.7142857142857144,2.1492,7,0.622,0.265,0.227
cocoon,4.83,1.7142857142857144,1.6721,6,0.47,0.28,0.29
cod,4.61,2.142857142857143,1.8513,3,0.51,0.321,0.304
code,3.0,1.5714285714285714,3.1179,4,0.583,0.308,0.491
codeine,4.08,2.7142857142857144,1.2553,7,0.375,0.582,0.436
codex,3.78,2.0,0.9031,5,0.531,0.488,0.524
codfish,4.71,2.0,1.0414,7,0.49,0.245,0.3
coding,3.03,2.0,1.5185,6,0.442,0.344,0.667
coefficient,1.85,1.8571428571428572,0.699,11,0.677,0.415,0.702
coercion,1.71,2.142857142857143,1.301,8,0.33,0.708,0.577
coexistence,2.36,1.7142857142857144,1.0,11,0.588,0.472,0.638
coffee,4.81,2.7142857142857144,3.4829,6,0.823,0.418,0.309
coffeehouse,4.93,2.142857142857143,1.3424,11,0.694,0.357,0.307
coffeepot,4.64,2.857142857142857,1.2553,9,0.76,0.333,0.312
coffin,4.86,2.142857142857143,2.4082,6,0.073,0.432,0.343
cog,4.46,2.571428571428571,1.3424,3,0.427,0.343,0.363
cognac,4.54,3.7142857142857144,1.9345,6,0.615,0.51,0.43
cognition,1.79,1.4285714285714286,0.301,9,0.635,0.344,0.706
cohabitation,2.86,2.142857142857143,0.4771,12,0.646,0.526,0.598
coherence,2.62,1.8571428571428572,0.9542,9,0.72,0.406,0.788
cohesion,2.16,1.8571428571428572,0.7782,8,0.604,0.536,0.555
cohort,2.75,2.0,1.0,6,0.459,0.551,0.566
coil,4.56,1.8571428571428572,1.7924,4,0.448,0.343,0.298
coin,4.89,2.142857142857143,2.4594,4,0.677,0.574,0.445
coinage,3.88,2.0,0.6021,7,0.5,0.4,0.545
coincidence,1.57,1.8571428571428572,2.871,11,0.612,0.45,0.518
coke,4.83,1.7142857142857144,2.683,4,0.404,0.461,0.397
cola,4.79,2.142857142857143,1.7482,4,0.469,0.325,0.24
coldness,3.33,2.2857142857142856,1.2553,8,0.093,0.47,0.427
coleslaw,4.67,2.142857142857143,1.5682,8,0.707,0.312,0.336
coliseum,4.93,2.0,1.4624,8,0.612,0.663,0.704
collaboration,2.59,2.0,1.6628,13,0.885,0.628,0.741
collaborator,3.46,2.857142857142857,1.4314,12,0.729,0.32,0.769
collage,4.6,2.428571428571429,1.4314,7,0.68,0.321,0.375
collagen,3.67,3.5714285714285716,1.5185,8,0.541,0.245,0.45
collar,4.64,2.0,2.5944,6,0.656,0.442,0.446
collarbone,4.85,2.2857142857142856,1.5798,10,0.42,0.427,0.306
collateral,2.28,2.142857142857143,2.1335,10,0.531,0.422,0.717
colleague,3.79,2.428571428571429,2.4425,9,0.74,0.413,0.6
collection,4.04,1.4285714285714286,2.8261,10,0.725,0.311,0.588
collector,4.1,2.142857142857143,2.2227,9,0.552,0.481,0.648
college,4.62,1.7142857142857144,3.2838,7,0.7,0.467,0.746
collie,4.77,3.4285714285714284,1.3979,6,0.562,0.308,0.328
collision,3.61,1.8571428571428572,2.0043,9,0.245,0.848,0.585
cologne,4.76,2.428571428571429,2.0682,7,0.677,0.413,0.552
colon,4.66,2.2857142857142856,1.9823,5,0.449,0.394,0.384
colonel,3.89,3.0,2.8082,7,0.459,0.592,0.89
colonoscopy,4.16,2.428571428571429,1.0792,11,0.208,0.524,0.466
colony,3.77,1.7142857142857144,2.1106,6,0.716,0.353,0.593
color,4.08,1.7142857142857144,3.1358,5,0.786,0.28,0.402
coloration,2.59,1.8571428571428572,0.9542,10,0.541,0.52,0.443
coloring,3.59,1.8571428571428572,1.8865,8,0.781,0.469,0.353
colors,4.17,2.2857142857142856,2.6107,6,0.875,0.349,0.34
column,4.48,2.0,2.4771,6,0.48,0.25,0.67
columnist,4.14,2.571428571428571,1.5682,9,0.646,0.365,0.648
coma,3.69,2.142857142857143,2.5599,4,0.219,0.255,0.302
combat,3.67,2.142857142857143,2.5988,6,0.302,0.846,0.833
combatant,3.72,2.142857142857143,1.0414,9,0.531,0.853,0.78
combination,2.86,1.5714285714285714,2.6637,11,0.708,0.48,0.726
combo,3.37,2.0,2.0212,5,0.698,0.439,0.453
combustion,3.86,2.0,1.6628,10,0.457,0.807,0.591
comeback,2.23,2.0,2.1399,8,0.58,0.409,0.555
comedian,4.04,2.428571428571429,2.1303,8,0.812,0.735,0.598
comedy,3.1,1.8571428571428572,2.5092,6,0.918,0.555,0.49
comet,4.67,1.8571428571428572,1.7993,5,0.704,0.679,0.471
comfort,2.89,1.7142857142857144,2.8407,7,0.863,0.231,0.67
comforter,4.7,2.2857142857142856,1.3222,9,0.618,0.275,0.302
comics,4.77,1.8571428571428572,2.0212,6,0.69,0.556,0.384
comma,4.65,2.142857142857143,1.5441,5,0.344,0.269,0.242
command,2.48,1.8571428571428572,3.009,7,0.427,0.79,0.849
commandant,3.77,2.7142857142857144,1.7076,10,0.622,0.7,0.943
commander,4.31,2.7142857142857144,2.6857,9,0.531,0.615,0.906
commandment,2.53,2.0,1.7709,11,0.656,0.49,0.876
commando,3.9,2.571428571428571,1.6721,8,0.323,0.71,0.817
commemoration,2.6,2.0,0.7782,13,0.719,0.615,0.754
commendation,2.44,1.8571428571428572,1.6021,12,0.911,0.5,0.639
comment,3.29,1.7142857142857144,2.6902,7,0.667,0.417,0.379
commentary,2.96,1.7142857142857144,1.8261,10,0.602,0.402,0.446
commentator,4.15,2.2857142857142856,1.5315,11,0.492,0.51,0.607
commerce,2.76,2.0,2.1644,8,0.646,0.5,0.788
commission,3.04,2.0,2.6395,10,0.677,0.48,0.571
commissioner,3.64,2.571428571428571,2.2672,12,0.602,0.449,0.949
commitment,1.74,1.7142857142857144,2.6425,10,0.714,0.71,0.843
committal,1.77,2.2857142857142856,0.6021,9,0.472,0.519,0.582
committee,4.14,2.0,2.7235,9,0.592,0.392,0.721
commodity,2.91,1.7142857142857144,1.8751,9,0.615,0.394,0.537
commodore,3.88,3.0,1.4771,9,0.427,0.53,0.636
commoner,3.79,2.142857142857143,1.4624,8,0.448,0.365,0.327
commonwealth,3.38,2.142857142857143,2.0531,12,0.63,0.406,0.702
commotion,2.71,1.7142857142857144,1.9823,9,0.49,0.7,0.646
commune,2.89,2.0,1.6532,7,0.5,0.488,0.655
communication,2.9,1.7142857142857144,2.6375,13,0.837,0.4,0.649
communicator,3.21,2.142857142857143,1.4914,12,0.573,0.509,0.796
communion,3.39,2.142857142857143,1.8261,9,0.765,0.357,0.607
communism,1.86,2.142857142857143,1.7634,9,0.264,0.57,0.623
community,3.52,1.7142857142857144,2.9624,9,0.75,0.35,0.659
commuter,3.03,2.428571428571429,1.4624,8,0.646,0.52,0.512
compact,3.04,2.142857142857143,1.8513,7,0.458,0.417,0.673
companion,3.75,2.2857142857142856,2.3945,9,0.77,0.377,0.618
companionship,2.45,1.8571428571428572,1.9138,13,0.833,0.438,0.792
company,4.11,1.8571428571428572,3.5164,7,0.906,0.425,0.798
comparison,2.0,2.2857142857142856,2.2504,10,0.583,0.456,0.492
compartment,3.57,2.2857142857142856,2.2304,11,0.5,0.389,0.607
compass,4.66,2.2857142857142856,2.0969,7,0.541,0.307,0.529
compassion,1.89,1.8571428571428572,2.4249,10,0.735,0.258,0.509
compatibility,1.94,1.8571428571428572,1.301,13,0.816,0.45,0.673
compensation,3.25,2.2857142857142856,1.9638,12,0.775,0.469,0.598
competence,1.78,1.7142857142857144,1.5911,10,0.615,0.802,0.823
competency,1.81,1.7142857142857144,1.1139,10,0.768,0.775,0.764
competition,3.86,1.5714285714285714,2.7853,11,0.58,0.79,0.798
competitor,3.23,2.2857142857142856,1.7993,10,0.612,0.959,0.861
compilation,2.81,2.428571428571429,1.1461,11,0.53,0.512,0.606
complacency,1.59,2.142857142857143,1.1461,11,0.604,0.503,0.519
complaint,2.69,2.0,2.5428,9,0.143,0.606,0.281
complement,2.0,3.0,1.6021,10,0.76,0.277,0.6
completeness,2.2,1.7142857142857144,0.9031,12,0.823,0.433,0.769
completion,2.33,2.2857142857142856,1.8573,10,0.656,0.47,0.525
complexion,3.36,1.8571428571428572,1.9294,10,0.521,0.52,0.38
complexity,1.87,1.5714285714285714,1.6021,10,0.479,0.62,0.595
compliance,1.96,2.0,1.5563,10,0.75,0.462,0.75
complication,1.86,1.8571428571428572,1.8129,12,0.365,0.726,0.33
complicity,1.7,1.8571428571428572,1.3222,10,0.323,0.684,0.67
compliment,2.82,1.8571428571428572,2.6646,10,0.82,0.49,0.651
component,3.04,2.142857142857143,1.8195,9,0.531,0.382,0.525
composer,4.37,2.571428571428571,1.8692,8,0.822,0.588,0.691
composition,3.1,1.7142857142857144,2.0086,11,0.765,0.408,0.652
compost,4.46,2.2857142857142856,1.3222,7,0.48,0.404,0.441
composure,2.43,1.8571428571428572,1.1461,9,0.802,0.354,0.717
compound,3.03,2.142857142857143,2.3802,8,0.635,0.385,0.735
comprehension,1.78,2.142857142857143,1.7324,13,0.908,0.387,0.688
compress,3.97,2.142857142857143,1.4314,8,0.406,0.412,0.46
compression,3.07,2.142857142857143,1.716,11,0.646,0.521,0.579
compressor,4.39,2.2857142857142856,1.301,10,0.418,0.481,0.63
compulsion,1.79,1.8571428571428572,1.7076,10,0.118,0.76,0.604
computation,2.92,2.0,0.699,11,0.583,0.429,0.697
computer,4.93,2.142857142857143,3.0881,8,0.802,0.356,0.639
computing,3.25,2.142857142857143,1.301,9,0.745,0.398,0.695
comrade,3.69,2.2857142857142856,2.0828,7,0.781,0.412,0.804
con,2.5,1.8571428571428572,2.5888,3,0.255,0.736,0.427
concealment,2.52,1.8571428571428572,1.3617,11,0.302,0.57,0.39
conceit,2.1,1.8571428571428572,1.3979,7,0.354,0.625,0.309
concentration,2.1,1.5714285714285714,2.3385,13,0.735,0.5,0.722
concept,1.41,1.8571428571428572,2.6454,7,0.573,0.265,0.632
conception,2.24,1.8571428571428572,1.959,10,0.694,0.49,0.614
concern,1.7,2.2857142857142856,3.029,7,0.25,0.734,0.463
concert,4.35,2.0,2.6212,7,0.938,0.867,0.718
concerto,3.75,2.142857142857143,1.5563,8,0.613,0.759,0.679
concession,2.71,2.7142857142857144,1.7709,10,0.588,0.423,0.615
conch,4.52,2.428571428571429,1.1139,5,0.583,0.306,0.339
concierge,3.89,2.7142857142857144,1.7076,9,0.48,0.343,0.343
conciliation,1.96,1.8571428571428572,0.699,12,0.792,0.475,0.726
conclave,2.96,1.8571428571428572,0.4771,8,0.573,0.44,0.611
conclusion,2.11,2.142857142857143,2.6075,10,0.615,0.377,0.659
concoction,3.5,1.8571428571428572,1.2788,10,0.448,0.459,0.417
concordance,1.58,1.7142857142857144,0.301,11,0.625,0.358,0.608
concourse,3.96,1.7142857142857144,1.3979,9,0.74,0.657,0.528
concubine,3.36,3.0,1.4771,9,0.388,0.594,0.476
concurrence,2.08,2.0,0.4771,11,0.764,0.627,0.613
concussion,3.19,2.428571428571429,2.2625,10,0.072,0.708,0.482
condemnation,2.04,1.7142857142857144,1.301,12,0.133,0.725,0.449
condensation,4.24,1.7142857142857144,1.1761,12,0.51,0.316,0.538
condescension,2.3,2.7142857142857144,1.0,13,0.521,0.377,0.565
condiment,4.72,2.142857142857143,0.9031,9,0.52,0.333,0.433
condition,2.15,1.5714285714285714,3.1386,9,0.5,0.469,0.519
conditioner,4.21,2.571428571428571,1.9345,11,0.781,0.36,0.538
conditioning,2.25,2.0,2.1931,12,0.44,0.468,0.617
condo,4.76,2.142857142857143,2.1461,5,0.439,0.288,0.607
condolence,2.19,1.7142857142857144,1.1461,10,0.26,0.443,0.404
condom,4.87,2.142857142857143,2.248,6,0.406,0.637,0.5
condor,4.46,2.857142857142857,1.2304,6,0.573,0.388,0.519
conduction,2.65,1.8571428571428572,0.699,10,0.53,0.557,0.717
conductivity,2.67,1.8571428571428572,0.6021,12,0.583,0.575,0.642
conductor,4.26,2.571428571428571,2.0334,9,0.677,0.663,0.621
conduit,3.58,2.0,1.6335,7,0.47,0.302,0.413
cone,4.86,1.7142857142857144,2.0607,4,0.417,0.208,0.343
confederacy,2.79,1.7142857142857144,1.2553,11,0.59,0.541,0.736
confederate,3.27,2.857142857142857,1.6721,11,0.551,0.546,0.792
confederation,2.86,1.8571428571428572,0.9542,13,0.663,0.404,0.83
conference,3.86,1.8571428571428572,2.902,10,0.688,0.615,0.606
confession,2.4,1.8571428571428572,2.738,10,0.469,0.642,0.46
confessional,2.77,2.428571428571429,1.7404,12,0.458,0.392,0.629
confetti,4.93,2.2857142857142856,1.5563,8,0.781,0.573,0.25
confidant,3.03,2.2857142857142856,1.4624,9,0.837,0.633,0.631
confidence,2.17,2.142857142857143,2.8762,10,0.959,0.276,0.943
confidentiality,2.47,2.0,1.8751,15,0.667,0.431,0.718
configuration,2.54,2.0,1.6232,13,0.54,0.443,0.591
confinement,3.61,1.7142857142857144,1.5911,11,0.333,0.656,0.52
confirmation,2.39,2.0,2.3424,12,0.812,0.48,0.692
confiscation,2.9,2.142857142857143,0.4771,12,0.208,0.706,0.586
conflict,2.21,1.8571428571428572,2.5289,8,0.335,0.906,0.471
confluence,2.22,1.8571428571428572,1.0414,10,0.677,0.598,0.565
conformation,2.04,2.0,0.7782,12,0.622,0.435,0.711
conformity,1.79,2.0,1.2788,10,0.645,0.363,0.579
confrontation,2.53,2.0,1.9395,13,0.177,0.87,0.658
confusion,2.24,1.7142857142857144,2.4983,9,0.255,0.667,0.277
